G-word;E-word;WdNum;VAL_Mean;VAL_SD;ARO_Mean_(ANEW);ARO_SD_(ANEW);ARO_Mean_(BAWL);ARO_SD_(BAWL);DOM_Mean;DOM_SD;POT_Mean;POT_SD;IMA_MEAN;IMA_SD;freq_Leipzig;freq_SUBTLEX;#_letters;#_syllables;word_class;N_orth;HFN;NF_MAX;F_SUM
Dorf;village;477;1.06;1.06;3.55;2.14;2.42;0.99;5.19;1.28;4.68;1.25;5.76;1.30;1908.00;51.10;4;1;S;4;1;441.67;448.17
gewalttätig;violent;478;-2.79;0.94;7.45;1.28;4.40;1.15;4.13;1.80;7.39;2.03;4.29;1.42;109.00;5.47;11;4;A;0;0;0.00;0.00
Tugend;virtue;479;1.40;0.70;4.25;1.52;2.42;1.12;5.38;1.19;5.48;1.57;2.22;1.48;237.00;4.65;6;2;S;1;1;141.67;141.67
Sehkraft;vision;480;0.60;0.74;4.45;2.01;2.38;1.17;5.31;1.70;5.53;1.50;3.10;1.48;22.00;1.14;8;2;S;0;0;0.00;0.00
Erbrochenes;vomit;481;-2.27;0.70;7.50;1.19;3.81;1.06;4.56;1.73;6.25;1.41;5.95;1.36;7.00;0.59;11;4;S;0;0;0.00;0.00
Krieg;war;482;-2.90;0.32;7.25;1.55;4.57;0.60;3.25;2.19;7.65;1.21;5.44;1.74;7090.00;201.46;5;1;S;1;0;0.00;0.00
Wärme;warmth;483;2.18;0.75;3.50;2.16;1.64;0.92;5.63;1.33;5.55;1.65;4.62;1.47;586.00;9.72;5;2;S;0;0;0.00;0.00
Wespe;wasp;484;-1.20;1.20;6.20;1.11;3.50;0.92;4.63;1.96;5.10;1.78;6.00;1.38;23.00;1.65;5;2;S;2;1;31.00;31.67
Verschwendung;waste;485;-1.40;0.51;6.50;1.43;3.23;0.91;5.56;1.79;5.93;1.47;3.25;1.52;182.00;7.24;13;3;S;0;0;0.00;0.00
Wasser;water;486;1.55;1.00;3.90;2.02;1.83;0.71;5.56;1.50;5.35;1.93;5.68;1.39;6553.00;222.53;6;2;S;2;0;0.00;0.00
Wasserfall;waterfall;487;1.07;0.92;5.05;2.21;2.58;0.95;4.25;1.93;5.25;1.86;6.55;0.69;80.00;3.07;10;3;S;1;1;2.00;2.00
wohlhabend;wealthy;488;1.40;0.99;4.11;1.94;2.38;0.98;5.81;0.97;6.24;1.01;3.70;1.49;38.00;1.61;10;3;A;0;0;0.00;0.00
Waffe;weapon;489;-2.35;0.67;7.10;1.48;4.24;0.77;4.69;2.52;7.15;1.10;5.14;1.61;938.00;174.57;5;2;S;0;0;0.00;0.00
müde;weary;490;-0.93;0.96;3.15;1.90;1.88;0.77;4.38;2.01;4.40;2.27;3.80;1.74;935.00;72.33;4;2;A;4;1;51.33;74.83
Hochzeit;wedding;491;1.00;1.33;6.10;2.47;3.50;1.10;5.50;1.50;5.50;1.77;6.42;0.72;650.00;62.25;8;2;S;0;0;0.00;0.00
Hure;whore;492;-1.30;1.49;7.10;1.52;3.78;1.06;5.00;1.21;4.70;2.01;6.00;1.12;79.00;26.69;4;2;S;2;1;2.67;2.83
bösartig;wicked;493;-2.19;1.11;7.00;1.21;3.69;1.16;4.50;1.93;6.80;1.12;2.65;1.23;48.00;2.68;8;3;A;0;0;0.00;0.00
gewinnen;win;494;1.68;1.15;4.75;2.24;3.21;1.40;6.19;1.15;6.52;1.12;4.29;1.35;5101.00;96.54;8;3;V;2;0;14.67;16.00
Fenster;window;495;1.14;0.99;3.50;1.61;1.91;0.81;6.00;1.43;4.50;1.32;6.14;0.99;2213.00;84.18;7;2;S;1;0;10.50;10.50
Wein;wine;496;1.80;0.92;4.60;2.09;2.33;0.84;5.56;1.64;4.75;1.66;6.33;0.87;1170.00;48.39;4;1;S;15;11;19420.00;26338.50
weise;wise;497;1.80;0.92;3.00;1.45;2.10;1.41;5.63;1.41;6.45;1.60;2.78;1.56;290.00;0.00;5;2;A;9;9;45.50;144.83
Frau;woman;498;1.40;1.17;4.50;1.99;2.50;0.92;5.81;1.06;5.54;1.63;6.56;0.73;18177.00;857.36;4;1;S;3;0;32.33;33.83
Welt;world;500;1.90;0.88;5.10;2.43;2.89;1.28;4.38;2.04;6.20;1.94;5.44;1.01;20525.00;475.06;4;1;S;6;1;1044.50;1330.00
Astronaut;astronaut;501;0.71;0.99;5.60;2.04;2.85;0.88;4.75;1.57;5.60;1.60;6.25;1.07;96.00;3.27;9;3;S;0;0;0.00;0.00
Bad;bath;502;1.20;1.03;3.50;1.73;2.33;1.28;6.19;1.47;4.35;1.42;5.89;1.17;3988.00;41.73;3;1;S;6;0;129.17;215.50
Bargeld;cash;503;1.80;0.92;4.95;1.43;2.94;0.97;5.13;1.69;5.48;1.36;5.78;1.48;509.00;10.00;7;2;S;0;0;0.00;0.00
Katze;cat;504;1.45;1.47;4.05;1.50;2.11;1.13;6.75;1.51;3.80;1.60;6.18;1.33;382.00;43.74;5;2;S;3;0;0.50;0.67
Schokolade;chocolate;505;2.00;1.00;3.89;2.16;2.81;1.13;5.81;1.69;4.78;1.64;6.35;0.99;344.00;20.28;10;4;S;0;0;0.00;0.00
Paar;couple;506;1.76;1.02;4.40;1.76;1.94;1.06;5.75;1.20;5.80;1.81;6.27;0.78;1382.00;0.00;4;1;S;2;2;71.50;87.17
Tänzer;dancer;507;1.43;0.94;5.55;1.36;2.50;1.14;5.44;1.98;4.30;1.60;6.25;0.72;527.00;6.06;6;2;S;0;0;0.00;0.00
Sehnsucht;desire;508;0.47;1.30;5.75;2.31;3.69;1.01;4.56;1.82;6.48;1.89;2.55;1.88;724.00;7.24;9;2;S;0;0;0.00;0.00
Abendessen;dinner;509;1.13;0.99;3.75;1.65;2.31;1.05;6.94;1.66;4.78;1.70;5.65;1.31;299.00;46.62;10;4;S;0;0;0.00;0.00
Taucher;diver;510;0.29;0.61;3.68;1.92;2.27;0.96;4.81;1.23;4.50;1.69;6.00;1.45;175.00;1.61;7;2;S;2;2;30.17;35.17
Hund;dog;511;1.13;1.02;4.05;2.01;2.60;1.01;5.69;1.86;4.53;1.75;6.29;1.31;1248.00;135.48;4;1;S;10;4;471.67;944.00
erotisch;erotic;512;1.33;1.40;6.65;1.98;4.00;0.94;6.25;1.74;6.40;1.32;4.20;1.74;62.00;1.14;8;3;A;1;1;2.67;2.67
Feuerwerk;fireworks;513;1.80;0.71;6.20;1.44;4.04;0.84;4.69;1.57;6.50;1.58;6.25;1.21;9.00;8.94;9;3;S;0;0;0.00;0.00
Essen;food;514;2.36;0.81;4.75;1.68;2.09;1.14;6.56;1.61;5.55;0.82;5.65;1.23;1145.00;0.00;5;2;S;2;2;21.17;21.83
Turner;gymnast;515;0.07;0.62;5.05;1.76;2.38;1.02;5.00;1.37;4.68;1.75;6.00;1.03;317.00;13.07;6;2;S;1;0;4.00;4.00
Verblendung;infatuation;516;-1.28;1.02;6.35;1.31;3.36;0.76;4.00;1.45;6.60;1.07;2.95;1.88;695.00;0.16;11;2;S;1;0;1.50;1.50
Kätzchen;kitten;517;1.40;0.91;3.65;1.81;2.27;0.96;7.13;2.18;3.25;1.85;6.60;0.82;36.00;10.28;8;2;S;3;0;0.67;0.67
Löwe;lion;518;0.36;1.81;6.05;1.64;4.05;1.17;4.13;2.17;6.00;1.75;6.32;1.04;196.00;5.51;4;2;S;1;0;7.17;7.17
Wollust;lust;519;2.10;0.88;7.00;1.45;3.67;1.03;5.56;1.67;7.00;1.41;3.33;1.80;21.00;0.79;7;2;S;0;0;0.00;0.00
nackt;nude;520;0.80;1.03;6.10;1.80;3.84;1.01;5.50;1.87;5.73;1.95;6.00;1.00;348.00;33.31;5;1;A;1;1;159.33;159.33
draußen;outdoors;521;0.92;1.08;4.65;1.60;2.72;0.94;5.31;1.45;5.00;1.83;3.65;1.63;2465.00;265.88;7;3;A;0;0;0.00;0.00
Eule;owl;522;0.64;1.56;3.45;1.70;2.09;1.15;6.00;1.37;4.25;1.28;6.00;1.27;17.00;4.69;4;2;S;4;2;10.50;13.50
Crèpe;pancakes;523;1.47;0.99;4.45;1.64;2.04;0.96;6.06;1.76;3.78;1.54;5.75;2.22;0.00;0.00;5;1;S;0;0;0.00;0.00
Nudeln;pasta;524;0.67;1.05;3.50;1.93;2.15;1.12;6.25;1.53;3.98;1.76;6.30;1.26;136.00;10.51;6;2;S;4;1;0.33;0.33
Leute;people;525;0.75;1.29;5.00;1.38;2.89;1.24;5.38;1.40;5.40;1.35;4.14;1.61;9284.00;794.17;5;2;S;4;1;449.67;473.00
Pizza;pizza;526;1.36;1.08;4.25;1.65;2.54;0.90;6.69;1.41;4.80;1.59;6.65;1.14;162.00;25.63;5;2;S;0;0;0.00;0.00
Kaninchen;rabbit;527;1.20;0.94;3.60;1.70;2.12;1.07;6.50;1.47;3.28;1.36;6.35;1.27;192.00;7.99;9;3;S;0;0;0.00;0.00
Rutschbahn;rollercoaster;528;0.55;1.44;5.30;1.49;3.91;0.54;5.31;1.24;4.64;1.36;5.85;1.39;38.00;0.04;10;2;S;0;0;0.00;0.00
Segelboot;sailboat;529;0.93;0.80;4.10;1.65;2.19;0.98;5.44;1.96;4.35;1.39;6.90;0.31;32.00;1.02;9;3;S;0;0;0.00;0.00
sexy;sexy;530;1.73;1.10;6.70;1.66;3.62;1.17;5.88;1.34;5.78;1.66;4.50;1.96;205.00;28.74;4;2;A;0;0;0.00;0.00
Sprungschanze;skijump;531;0.27;0.90;5.20;1.70;3.91;0.70;4.50;1.66;6.09;1.22;6.00;1.45;27.00;0.00;13;3;S;0;0;0.00;0.00
Sonne;sun;532;2.60;0.60;4.60;2.37;2.89;1.18;4.19;2.48;5.75;2.06;6.41;1.10;2619.00;64.85;5;2;S;6;0;74.17;93.33
Wolken;clouds;533;0.80;1.42;2.70;1.34;2.12;0.86;4.50;2.16;3.83;1.78;6.50;0.76;636.00;14.57;6;2;S;5;3;1741.00;1742.17
Straps;garter;534;0.96;0.93;5.30;1.81;3.76;0.72;5.38;1.15;5.64;1.50;5.05;2.33;2712.00;0.00;6;2;S;0;0;0.00;0.00
Golfer;golfer;535;-0.40;0.99;3.65;1.66;2.16;0.83;5.56;1.39;4.20;1.60;6.29;0.95;112.00;2.28;6;2;S;0;0;0.00;0.00
Falke;hawk;536;0.56;1.09;5.05;1.61;2.62;0.98;5.31;1.67;5.24;1.61;6.35;1.39;61.00;2.32;5;2;S;4;1;33.17;38.17
Mann;man;537;1.20;1.03;4.75;1.55;2.39;0.78;5.25;1.50;5.97;1.65;6.56;0.73;19749.00;1379.19;4;1;S;4;1;1787.17;1866.50
Krankenschwester;nurse;538;0.60;0.99;4.50;1.91;2.64;1.02;5.31;1.47;5.69;1.36;6.36;0.79;228.00;10.28;16;4;S;0;0;0.00;0.00
Flugzeug;plane;539;0.50;1.35;5.25;1.41;3.33;1.20;4.56;1.90;6.24;1.64;6.64;0.70;1350.00;85.55;8;2;S;0;0;0.00;0.00
Tennis;tennis;540;0.33;0.90;4.25;1.83;2.35;1.06;5.50;1.10;4.25;1.75;5.90;1.25;995.00;4.96;6;2;S;1;0;0.00;0.00
Bus;bus;541;0.06;0.57;3.95;1.90;2.49;1.03;5.63;1.54;4.80;1.70;6.21;1.18;1712.00;51.93;3;1;S;8;3;3849.67;5605.50
weiß;white;542;0.35;0.95;3.55;1.82;2.24;0.98;5.00;1.12;4.05;1.92;5.71;1.76;11626.00;2262.49;4;1;A;5;2;1044.50;1931.83
schwarz;black;543;0.30;1.16;3.75;1.74;1.95;1.13;5.25;0.93;5.75;1.69;6.33;0.87;772.00;37.80;7;1;A;3;0;10.33;15.33
blau;blue;544;0.67;1.18;3.25;2.05;1.88;0.91;5.13;0.99;4.15;1.66;6.30;1.30;369.00;26.85;4;1;A;3;0;16.83;17.67
gelb;yellow;545;0.56;1.03;3.90;1.86;2.38;1.10;5.56;1.19;3.75;1.56;5.90;1.45;196.00;0.00;4;1;A;3;1;200.67;201.00
erwachsen;adult;546;0.64;0.93;3.60;1.73;2.50;0.86;5.44;1.23;5.68;1.28;3.05;1.61;344.00;33.35;9;3;A;0;0;0.00;0.00
Korb;basket;547;0.41;1.01;3.35;2.06;1.86;0.94;5.44;2.01;4.55;1.66;5.64;1.76;305.00;8.23;4;1;S;3;0;8.17;9.00
Toilette;bathroom;548;-0.68;1.59;4.25;1.83;2.36;1.18;5.31;1.70;5.03;1.46;5.64;1.33;313.00;35.99;8;3;S;0;0;0.00;0.00
Bett;bed;549;2.00;0.82;3.50;1.91;2.17;1.29;5.69;2.03;5.13;1.88;6.52;0.51;1346.00;162.41;4;1;S;10;1;122.50;192.33
Gebäude;building;550;0.64;0.81;2.95;1.76;2.45;0.69;4.75;1.57;4.78;1.66;5.76;1.14;4226.00;68.55;7;3;S;1;0;7.67;7.67
Auto;car;551;0.20;0.68;4.35;1.84;2.36;1.01;5.94;1.66;5.10;1.78;6.44;0.96;5585.00;271.70;4;2;S;0;0;0.00;0.00
Computer;computer;552;0.53;1.36;4.30;2.18;2.42;0.95;6.13;1.86;5.45;1.32;6.60;1.14;3228.00;72.99;8;3;S;0;0;0.00;0.00
Klippe;cliff;553;0.10;1.65;5.90;2.17;3.39;0.85;4.00;1.57;5.93;1.54;5.50;1.30;282.00;3.94;6;2;S;3;0;4.00;5.67
Kuh;cow;554;0.40;0.83;3.40;1.50;2.15;0.92;6.00;1.75;4.65;1.70;6.65;0.88;308.00;26.30;3;1;S;2;0;11.83;23.50
Schaufel;dustpan;555;-0.20;0.56;4.60;1.90;2.27;1.04;5.94;1.89;4.88;1.62;6.50;0.83;71.00;3.66;8;2;S;1;0;1.17;1.17
Gesicht;face;556;1.00;0.67;4.50;1.70;2.67;0.97;5.19;1.23;5.30;1.65;6.29;0.75;3559.00;195.05;7;2;S;3;0;106.67;197.17
Bauernhof;farm;557;1.31;1.14;3.30;1.98;1.88;0.82;5.25;1.45;4.63;1.46;6.20;0.89;220.00;2.28;9;3;S;0;0;0.00;0.00
Feld;field;558;0.63;0.81;2.95;1.85;2.00;1.02;5.00;0.93;4.30;1.51;5.65;1.35;2073.00;26.02;4;1;S;4;1;200.67;261.67
Fisch;fish;559;0.36;1.65;3.75;1.52;2.36;1.22;5.69;1.74;4.15;1.69;5.86;1.46;642.00;42.72;5;1;S;3;1;99.83;100.83
Gabel;fork;560;0.30;1.08;3.40;1.98;2.11;0.96;6.38;1.73;4.65;1.42;5.77;1.57;81.00;4.53;5;2;S;3;2;11.50;18.00
Föhn;hairdryer;561;0.41;1.22;4.25;1.71;2.27;0.88;6.69;1.64;4.25;1.45;5.95;1.05;21.00;0.51;4;1;S;0;0;0.00;0.00
Landstraße;highway;562;0.14;0.66;3.35;1.31;2.08;1.02;5.56;1.50;4.28;1.69;6.05;0.83;645.00;1.10;10;3;S;0;0;0.00;0.00
Haus;house;563;1.26;0.93;3.10;1.52;1.83;1.04;5.00;1.68;5.03;1.67;6.81;0.40;10773.00;406.43;4;1;S;9;0;137.50;261.50
Hydrant;hydrant;564;0.16;0.69;4.45;1.76;2.92;0.64;5.13;1.60;5.00;1.94;5.65;1.87;303.00;0.35;7;1;S;0;0;0.00;0.00
Eisen;iron;565;0.20;0.56;4.50;1.47;2.27;0.92;5.56;1.32;5.23;1.76;5.20;1.32;330.00;8.90;5;2;S;5;4;1952.50;2606.33
Glühlampe;lightbulb;566;0.91;0.94;3.35;1.60;2.45;0.69;5.75;2.20;4.20;1.32;6.65;0.59;9.00;0.04;9;3;S;0;0;0.00;0.00
Champignon;mushroom;567;0.73;1.16;3.85;2.01;2.42;1.14;6.25;2.01;4.08;1.42;6.45;1.19;1.00;0.16;10;3;S;0;0;0.00;0.00
Büro;office;568;-0.62;1.35;3.45;1.67;2.18;1.09;5.50;1.47;4.23;1.40;5.92;1.38;2375.00;127.64;4;2;S;0;0;0.00;0.00
Regen;rain;569;0.32;1.77;4.85;2.01;2.06;1.00;3.75;1.71;5.00;1.71;6.77;0.71;1535.00;40.28;5;2;S;13;13;1405.33;2234.00
rot;red;570;1.00;1.25;6.45;1.36;3.23;1.07;4.81;1.45;5.23;1.90;6.20;1.20;549.00;40.04;3;1;A;11;0;111.50;366.33
Flur;runner;571;0.06;0.44;3.70;1.72;2.00;0.94;4.63;1.52;4.00;1.75;5.35;1.60;347.00;13.62;4;1;S;4;3;41.50;90.67
Flur;runner;571;0.06;0.44;3.70;1.72;2.00;0.94;4.63;1.52;4.00;1.75;5.35;1.60;347.00;13.62;4;1;S;4;3;41.50;90.67
Firmament;sky;572;0.88;1.20;3.45;1.67;2.77;1.07;4.25;1.43;6.40;2.17;3.90;2.38;45.00;0.47;9;3;S;0;0;0.00;0.00
Wolkenkratzer;skyscraper;573;0.38;0.81;5.30;1.89;3.08;1.06;4.19;1.81;6.40;1.74;6.55;0.69;100.00;1.02;13;4;S;0;0;0.00;0.00
Raum;space;574;0.74;1.02;3.30;1.75;2.14;0.85;5.13;1.50;5.00;1.38;5.73;1.31;4655.00;88.55;4;1;S;10;9;266.50;372.67
Schnee;snow;575;1.76;1.13;3.00;1.49;2.06;1.06;4.69;1.84;4.48;1.85;6.73;0.83;1223.00;23.82;6;1;S;0;0;0.00;0.00
Schwimmer;swimmer;576;0.38;0.81;4.55;1.47;2.19;0.90;5.50;0.89;4.50;1.62;6.35;0.75;259.00;1.97;9;2;S;1;1;26.17;26.17
Lastwagen;truck;577;0.07;0.46;4.65;1.63;2.42;1.17;4.50;1.67;4.98;2.15;6.40;0.99;969.00;7.01;9;3;S;0;0;0.00;0.00
Regenschirm;umbrella;578;0.13;0.81;3.90;1.77;2.08;0.93;5.75;1.60;4.40;1.86;6.60;0.99;65.00;4.25;11;3;S;0;0;0.00;0.00
Geige;violin;579;1.50;1.14;4.20;2.19;2.59;1.33;5.44;1.69;4.28;1.66;6.45;0.86;194.00;3.31;5;2;S;4;1;2.83;6.50
Wache;watch;580;-0.70;1.26;5.10;1.65;2.32;1.06;5.56;1.57;5.72;1.43;3.55;1.63;78.00;31.46;5;2;A;9;4;375.00;665.17
Drogenabhängiger;addict;581;-1.90;1.07;7.25;1.07;2.37;0.89;4.69;2.02;5.50;3.14;5.15;1.69;310.00;0.43;16;1;S;0;0;0.00;0.00
Alkoholiker;alcoholic;582;-2.27;1.16;7.00;1.03;3.81;0.94;4.69;2.45;6.18;1.50;5.10;1.45;121.00;6.69;11;5;S;0;0;0.00;0.00
Bienen;bees;583;0.31;0.87;5.05;2.26;3.23;0.99;5.19;1.91;4.00;1.71;6.40;1.31;131.00;6.73;6;2;S;4;4;192.50;347.83
blutig;bloody;584;-1.80;0.79;6.60;1.50;4.35;0.75;4.25;1.55;6.63;1.15;5.67;0.50;133.00;3.70;6;2;A;2;0;0.33;0.33
Boxer;boxer;585;0.40;1.24;5.74;1.59;3.15;0.88;4.50;1.82;5.73;1.72;6.40;0.75;368.00;7.76;5;2;S;1;0;5.17;5.17
Verbrennung;burn;586;-1.80;1.47;6.95;1.19;3.96;0.77;3.38;1.95;6.50;1.30;5.25;1.59;161.00;1.77;11;3;S;0;0;0.00;0.00
Zelle;cell;587;-0.95;1.43;5.45;1.70;3.19;1.12;4.69;1.48;5.00;1.54;4.82;1.82;583.00;27.84;5;2;S;6;1;31.00;58.67
tot;dead;588;-2.50;0.85;6.90;2.10;4.17;0.92;2.38;1.37;7.20;1.52;4.78;1.56;1936.00;425.69;3;1;A;11;4;169.83;622.33
Zahnarzt;dentist;589;-1.50;0.85;5.30;2.03;4.12;0.78;4.13;1.65;5.35;1.42;6.44;0.53;196.00;8.94;8;2;S;0;0;0.00;0.00
dreckig;dirty;590;-1.13;1.22;6.25;0.85;3.08;1.20;5.63;1.73;5.25;1.56;4.71;1.38;68.00;10.79;7;2;A;0;0;0.00;0.00
ertrinken;drown;591;-2.20;1.21;6.85;1.93;4.23;0.71;3.00;1.79;6.70;1.45;4.30;1.45;39.00;7.56;9;3;V;1;0;1.00;1.00
Furcht;fear;592;-2.20;0.79;7.15;0.93;4.42;0.61;4.38;2.01;6.48;1.58;4.33;1.22;721.00;14.92;6;1;S;1;0;3.17;3.17
Gewehr;gun;593;-1.29;1.49;6.25;1.55;3.65;1.06;4.81;1.98;6.43;1.30;6.15;1.27;185.00;30.67;6;2;S;2;1;20.17;22.17
Gewehr;gun;593;-1.29;1.49;6.25;1.55;3.65;1.06;4.81;1.98;6.43;1.30;6.15;1.27;185.00;30.67;6;2;S;2;1;20.17;22.17
Schlag;hit;594;-1.60;0.84;6.30;1.13;3.62;0.86;4.13;1.58;6.80;1.29;5.63;1.21;1230.00;67.92;6;1;S;2;0;24.67;30.00
Verletzung;injury;595;-1.91;0.79;6.75;0.85;3.64;1.19;4.38;1.42;6.10;1.35;5.42;1.36;1120.00;8.78;10;3;S;1;0;4.33;4.33
Messer;knife;596;-0.60;1.39;6.40;1.31;3.48;1.12;5.63;2.09;6.23;1.42;6.64;0.57;884.00;51.07;6;2;S;2;2;130.83;179.83
Lesbe;lesbian;597;-0.06;0.89;5.45;1.64;3.28;0.70;4.88;1.61;5.90;1.27;4.91;1.60;13.00;4.13;5;2;S;0;0;0.00;0.00
Blitz;lightning;598;0.50;0.85;6.65;2.06;3.90;0.83;2.81;1.15;6.28;1.47;6.78;0.44;231.00;12.44;5;1;S;0;0;0.00;0.00
masturbieren;masturbate;599;0.73;1.83;6.50;2.12;3.88;0.91;6.56;1.27;6.44;1.26;4.95;1.67;7.00;2.20;12;4;V;0;0;0.00;0.00
Panik;panic;601;-1.80;1.28;7.50;1.47;4.58;0.69;3.75;1.64;7.00;1.55;3.77;1.82;699.00;34.45;5;2;S;0;0;0.00;0.00
Eiter;pus;602;-1.64;1.39;6.70;1.26;3.73;1.15;4.56;1.57;5.63;1.69;5.65;1.50;13.00;0.91;5;2;S;9;9;2058.33;2201.50
erschrocken;scared;604;-0.93;0.92;6.55;1.00;3.69;0.74;4.31;1.44;5.92;1.55;4.20;1.58;127.00;5.59;11;3;A;1;1;17.17;17.17
Schrei;scream;605;-1.60;1.17;7.60;1.43;4.42;0.69;5.06;1.71;6.90;1.19;4.89;1.76;177.00;20.24;6;1;S;0;0;0.00;0.00
Hai;shark;606;-0.50;0.97;7.40;1.10;3.33;1.20;4.38;2.09;6.15;1.67;6.67;0.50;108.00;8.15;3;1;S;5;4;344.17;477.67
krank;sick;607;-2.00;0.94;5.80;1.15;3.37;1.26;3.56;1.28;5.35;1.75;4.78;1.48;922.00;122.01;5;1;A;3;0;16.17;17.50
Schädel;skull;608;-0.79;0.80;5.40;2.09;2.69;0.88;5.19;1.59;5.75;1.13;5.95;1.47;273.00;24.69;7;2;S;1;0;0.00;0.00
Schlange;snake;609;-0.93;1.64;5.85;1.76;3.31;1.05;3.69;2.01;5.65;1.72;6.15;1.35;561.00;29.84;8;2;S;1;0;5.17;5.17
Spinne;spider;610;-0.85;1.46;5.30;1.75;3.58;1.35;5.38;2.02;5.28;1.65;6.09;0.97;40.00;7.72;6;2;S;1;0;2.33;2.33
ausgehungert;starving;611;-1.87;0.99;5.70;2.23;3.38;1.17;4.19;1.82;5.20;1.89;4.05;1.50;18.00;0.47;12;4;A;0;0;0.00;0.00
Chirurgie;surgery;612;-0.13;1.20;6.50;1.10;3.50;0.99;3.88;1.79;5.68;1.67;4.60;1.79;111.00;4.29;9;3;S;0;0;0.00;0.00
Panzer;tank;613;-2.20;0.63;6.60;1.64;4.24;1.03;4.00;2.30;6.65;1.46;6.44;0.88;536.00;15.39;6;2;S;1;0;0.17;0.17
Terrorist;terrorist;614;-2.00;1.31;7.95;1.19;4.38;0.75;3.75;2.20;5.90;2.80;5.14;1.42;122.00;9.61;9;3;S;0;0;0.00;0.00
Müll;trash;615;-1.20;0.94;5.25;1.86;2.88;1.28;4.69;1.26;5.85;1.49;5.65;1.27;792.00;26.46;4;1;S;3;0;2.33;2.67
Trauma;trauma;616;-2.05;0.83;7.35;0.93;4.41;0.80;3.06;1.48;6.58;1.48;2.32;1.39;201.00;3.82;6;2;S;0;0;0.00;0.00
Harn;urine;617;-0.93;1.21;4.55;2.11;2.73;0.96;5.19;1.32;4.48;1.41;4.55;2.14;6.00;0.08;4;1;S;9;8;126.33;178.33
Opfer;victim;618;-2.10;1.07;6.75;1.29;3.90;0.94;4.38;2.46;3.43;2.28;3.50;1.82;6887.00;74.65;5;2;S;0;0;0.00;0.00
Vulkan;volcano;619;0.20;0.79;6.40;1.54;3.68;1.25;3.44;1.53;6.53;1.54;6.78;0.44;401.00;2.87;6;2;S;0;0;0.00;0.00
Wunden;wounds;620;-2.00;0.97;6.35;1.63;3.58;1.03;3.94;1.63;5.95;1.36;5.50;1.28;404.00;13.47;6;2;S;5;4;139.00;198.67
Entführung;abduction;621;-2.20;1.37;7.00;1.30;4.15;0.73;2.81;1.88;6.40;1.32;4.15;1.60;638.00;11.54;10;3;S;0;0;0.00;0.00
Abtreibung;abortion;622;-1.75;1.24;6.90;1.59;4.08;0.89;5.13;2.20;6.80;1.67;3.40;1.90;279.00;4.41;10;3;S;0;0;0.00;0.00
absurd;absurd;623;-1.00;0.94;5.35;1.31;3.42;0.90;4.56;1.19;5.60;1.48;2.33;1.00;429.00;8.86;6;2;A;0;0;0.00;0.00
Überfluss;abundance;624;-0.14;1.25;5.20;1.64;2.87;0.81;6.00;1.15;5.90;1.35;4.00;1.73;101.00;1.77;9;3;S;0;0;0.00;0.00
Zustimmung;acceptance;625;1.21;0.95;4.20;1.64;2.53;0.96;6.06;1.28;5.45;1.26;2.96;1.87;2920.00;8.11;10;3;S;0;0;0.00;0.00
Ass;ace;626;0.64;1.01;4.80;2.19;3.08;1.16;5.00;1.68;7.82;1.33;5.40;1.85;112.00;0.00;3;1;S;5;5;4807.00;8663.83
Beschwerden;ache;627;-1.48;1.00;6.05;1.10;3.44;0.96;4.50;2.04;6.00;2.21;2.80;1.67;534.00;4.76;11;3;S;0;0;0.00;0.00
süchtig;addicted;628;-1.71;1.07;6.55;1.32;3.92;0.89;4.00;1.64;6.48;1.34;2.85;1.39;14.00;4.96;7;4;A;3;2;32.17;33.17
Vorteil;advantage;629;1.80;0.92;5.15;1.50;2.75;1.06;5.69;1.31;5.45;1.26;1.89;0.93;1900.00;18.19;7;2;S;0;0;0.00;0.00
Abenteuer;adventure;630;1.80;1.08;6.45;2.14;3.62;1.20;5.81;1.60;6.38;1.58;3.65;1.79;820.00;20.32;9;4;S;0;0;0.00;0.00
Einigung;agreement;631;1.50;0.97;4.25;1.45;2.00;0.94;5.81;1.16;5.05;1.57;3.00;1.00;2441.00;2.40;8;3;S;0;0;0.00;0.00
Luft;air;632;2.20;0.79;3.70;1.53;2.22;0.65;3.94;2.06;4.53;1.87;3.78;1.79;4184.00;133.43;4;1;S;3;0;30.33;46.17
außerirdisch;alien;633;0.20;0.94;5.85;2.03;3.15;1.01;4.88;1.37;5.80;1.35;3.35;1.66;7.00;1.14;12;4;A;0;0;0.00;0.00
Alimente;alimony;634;-0.40;1.19;4.90;1.68;2.72;0.98;5.31;1.16;6.45;0.93;2.55;1.88;132.00;0.87;8;2;S;0;0;0.00;0.00
lebendig;alive;635;2.50;0.85;6.10;1.68;3.06;1.11;6.38;1.70;5.78;1.35;3.67;1.87;452.00;28.39;8;3;A;0;0;0.00;0.00
Allergie;allergy;636;-1.93;1.10;6.35;1.18;3.31;1.05;3.75;1.04;5.53;1.47;3.90;1.52;56.00;2.20;8;3;S;0;0;0.00;0.00
Gasse;alley;637;0.36;0.84;4.45;1.70;2.46;1.07;4.63;0.88;4.83;1.60;5.65;1.14;112.00;6.42;5;2;S;5;4;68.00;141.00
Knöchel;ankle;638;-0.07;0.73;3.95;1.61;2.35;0.98;5.44;1.57;4.40;1.53;5.95;1.43;136.00;9.45;7;2;S;0;0;0.00;0.00
